Mês ;Unidade;Prefeitura regional;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
Janeiro;SEL/GTEC            ;PINHEIROS                     ;2016.03.814-01;2003-1.001.330-1;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;16/07/2003;081.206.0047-9;"C2.2; R";;Z18-020.;PINHEIROS;;MAKI TIDI;340,00;R   FRADIQUE COUTINHO 001100 1108;06/01/2017;;;;;
Janeiro;SEL/GTEC            ;SANTANA/ TUCURUVI              ;2017.01.218-00;2003-1.008.549-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/08/2003;067.088.0009-8;E2.5;;Z2.;JACANA;;CENTRO ESPIRITA ISMAEL;599,00;AV  HENRI JANOR 00141 ;17/01/2017;JOSE MOACYR FREITAS DE ARAUJO;;;;
Janeiro;SEL/GTEC            ;SANTO AMARO                   ;2017.02.064-00;2003-1.009.776-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;28/08/2003;089.027.0032-1;S2.2;;Z2.;VILA ALEXANDRIA;;GIUSEPPE CAMPANINI;500,00;R   PALACETE DAS AGUIAS 00169 ;31/01/2017;FRANKLIN ROCHA ALMEIDA;;;;
Janeiro;SEL/GTEC            ;SAO MIGUEL                    ;2017.02.020-00;2003-1.011.042-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;02/09/2003;140.215.0012-9;"C1.1; S2.1";;Z8-CR4 LIND. Z2.;JARDIM SANTANA;;ANTONIO FRANCISCO DE AQUINO;192,00;ES  DO IMPERADOR 5183 E 5187;30/01/2017;;;ROGERIO MARIN;;
Janeiro;SEL/GTEC            ;SE                            ;2016.24.368-01;2003-1.013.814-7;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;10/09/2003;019.047.0029-2;S2.4;;Z3-079.;BOM RETIRO;;SOCIEDADE PEQUENO JESUS;859,45;R   JAVAES 000197 ;06/01/2017;;;;;
Janeiro;SEL/GTEC            ;SE                            ;2017.01.707-00;1994-0.056.303-5;AUTO DE REGULARIZACAO;31/10/1994;010.060.0168-9;"C2; S2.1; R";;Z4-029.;CERQUEIRA CESAR;;CONDOMINIO EDIFICIO ALBEN;1.914,18;R   ANTONIO CARLOS 00196 ;24/01/2017;ELIANE MARTINS DE GODOY;;;;
Janeiro;SEL/GTEC            ;VILA MARIANA                  ;2017.00.641-00;2003-1.013.318-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;09/09/2003;039.162.0023-2;S2.2;;Z2.;VILA MARIANA;;TUTELAR COMERCIO E EMPREENDIMENTOS LTDA;6.334,40;R   RODRIGO VIEIRA 000067 ;09/01/2017;;;;;
Janeiro;SEL/GTEC            ;VILA MARIANA                  ;2017.01.219-00;2003-1.025.780-4;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;309.051.0128-3;"S2.8; S2.9";;Z2.;SAUDE;;KAZUTOSHI IWAKI;661,78;R   GRAVI 00080 ;17/01/2017;;;;;
Janeiro;SEL/GTEC-1          ;IPIRANGA                      ;2017.01.029-00;2003-1.047.969-6;AUTO DE REGULARIZACAO LEI N:13.558/2003;19/11/2003;119.096.0062-7;I2;;Z6-042.;VILA LIVIERO;;VANDERLEI DOS SANTOS E OU;666,50;R     FRANCISCO PEDROSO DE TOLEDO 00128 ;13/01/2017;VICTOR CASADO PETILLO;;;;
Janeiro;SEL/GTEC-1          ;VILA MARIANA                  ;2017.01.319-00;2003-1.021.221-5;AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;038.078.0053-0;S2.4;;Z2.;ACLIMACAO;;ASSOCIACAO ANTIGOS ESCOTEIROS ESCOTISTAS CARAMURU;1.513,21;R   JOSE DO PATROCINIO 00532 ;18/01/2017;RICARDO TIBIRICA HULLE;;;;
Janeiro;SEL/PARHIS-1        ;BUTANTA                       ;2016.21.030-01;2016-0.020.544-1;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;28/01/2016;186.006.0010-2;"HIS 2; HIS 1; H.M.P"; ZEIS-2/W082;ZEIS-2          SUBPREFEITURA BUTANTA.;RAPOSO TAVARES;13.398,99;TENDA NEGOCIOS IMOBILIAROS S.A.;10.454,58;R   KENKITI SHIMOMOTO 000000 ;26/01/2017;;;;;"B: 15 P: 5 U: 20; B: 2 P: 1 U: 0"
Janeiro;SEL/PARHIS-1        ;BUTANTA                       ;2016.21.038-01;2016-0.020.544-1;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;28/01/2016;186.006.0010-2;"H.M.P; HIS 2; HIS 1";;ZONA ESPECIAL DE INTERESSE SOCIAL - 2.;RAPOSO TAVARES;;TENDA NEGOCIOS IMOBILIAROS S.A.;;R   KENKITI SHIMOMOTO 000000 ;24/01/2017;;;;;
Janeiro;SEL/PARHIS-1        ;BUTANTA                       ;2017.00.382-00;2015-0.326.553-2;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;08/12/2015;101.446.0066-7;"HIS 2; R2V; H.M.P"; ZEIS-5/W012;ZONA NAO DEFINIDA.;VILA SONIA;;GUAIRA MATERIAIS DE CONSTRUCAO E ADMINISTRACAO LTDA;;AV  PROF FRANCISCO MORATO 000000 ;04/01/2017;GUSTAVO MIYABARA GAGLIARDI;;"ALEXANDRA LOPES                                             ; JESSICA SARLI";;
Janeiro;SEL/PARHIS-1        ;BUTANTA                       ;2017.00.678-00;2015-0.186.055-7;ALVARA DE APROVACAO DE EDIFICACAO NOVA;17/07/2015;186.002.0012-0;EHIS; ZEIS-5 / ZEIS-2;ZONA MISTA DE PROTECAO AMBIENTAL.;JARDIM BOA VISTA;1.281.938,49;PARQUE RAPOSO EMPR.   IMOBILIARIÁRIOS LTDA;405.505,00;VIA RAPOSO TAVARES 008312 ;09/01/2017;CELSO PRIMI;;CELSO PRIMI;;
Janeiro;SEL/PARHIS-1        ;BUTANTA                       ;2017.00.985-00;2015-0.186.055-7;ALVARA DE LOTEAMENTO;17/07/2015;186.002.0012-0;;;ZEIS-5          SUBPREFEITURA BUTANTA.;JARDIM BOA VISTA;;PARQUE RAPOSO EMPR.   IMOBILIARIÁRIOS LTDA;450.505,00;VIA RAPOSO TAVARES 008312 ;12/01/2017;CELSO PRIMI;;CELSO PRIMI;;
Janeiro;SEL/PARHIS-1        ;CAMPO LIMPO                   ;2017.00.055-00;2015-0.016.548-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;22/01/2015;169.119.0028-9;"HIS 2; H.M.P";;  ;ANDRADE;38.551,17;CURY CONSTRUTORA E INCORPORADORA SA               ;10.121,64;R   CARLOS MAGALHAES 000000 ;03/01/2017;;;JESSICA SARLI;;"B: 3 P: 9 U: 64; B: 2 P: 9 U: 70; B: 1 P: 9 U: 68"
Janeiro;SEL/PARHIS-1        ;ERMELINO MATARAZZO            ;2017.01.627-00;2016-0.026.628-9;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;03/02/2016;131.112.0005-0;"H.M.P; HIS 2; HIS 1"; ZEIS-2/L198;Z2.;ERMELINO MATARAZZO;;PLANO COQUEIRO EMPREENDIMENTOS IMOBILIARIOS LTDA.;;R   ABEL TAVARES 001607 LOTE 1;23/01/2017;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO;;
Janeiro;SEL/PARHIS-1        ;ERMELINO MATARAZZO            ;2017.01.856-00;2016-0.217.634-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/09/2016;110.229.0019-5;HIS 2; ZEUP;ZONA MISTA DE MEDIA DENSIDADE.;PONTE RASA;246,38;LUIZ CARLOS GODOY                                 ;162,00;R   PEIXOTO 00152 ;27/01/2017;ANA PAULA DE OLIVEIRA BREGGI;;ANA PAULA DE OLIVEIRA BREGGI;;B: 1 P: 3 U: 6
Janeiro;SEL/PARHIS-1        ;GUAIANASES                    ;2016.10.422-01;2016-0.253.287-3;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;16/11/2016;236.032.0002-9;HIS 2;;ZONA MISTA DE PROTECAO AMBIENTAL.;GUAIANAZES;;TENDA NEGOCIOS IMOBILIARIOS SA;;R   RAPOSO DA FONSECA 1044 ;12/01/2017;;;;;
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2015.19.622-01;2016-0.247.692-2;APOSTILAMENTO DE ALVARA DE DESDOBRO DE LOTE;07/11/2016;147.255.0020-7;; ZEIS-2/L036;Z2.;CIDADE LIDER;;JOSE DE OLIVEIRA SOUZA;287,50;R   ERNESTO JOSE GUERRA 000000 ;23/01/2017;;;;;
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2017.01.490-00;2014-0.166.044-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/06/2014;144.042.0041-1;"H.I.S; H.M.P"; ZCP-A/002;ZONA DE CENTRALIDADE POLAR - A.;ITAQUERA ;4.000,00;MARCELO RIFORMATO;1.128,00;R   BALTAZAR NUNES 00460 ;20/01/2017;MARCELO RIFORMATO;;MARCELO RIFORMATO;;B: 1 P: 13 U: 51
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2017.01.626-00;2016-0.062.617-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/03/2016;146.083.0025-2;HIS 2; ZM-1/003;Z2.;JD. BRASILIA.;666,56;D PAULA SANTOS CONSULTORIA E EMPREENDIMENTOS IMOB. LTDA-ME;267,00;R   MANUEL PINHEIRO DE ALBUQUERQUE 335. LOTE 25 - QUADRA 22.;23/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 4 U: 12
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2017.01.851-00;2014-0.307.963-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;30/10/2014;147.327.0054-2;HIS; ZEIS-5/L008;Z2.;PRQ SAVOY CITY;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB;;AV  OSVALDO VALLE CORDEIRO 000000 ;27/01/2017;FRANCISCO CARLOS FREGOLENTE;;LUIZ AUGUSTO OLIVEIRA MARTINS;;
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2017.01.853-00;2016-0.173.925-3;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/08/2016;140.267.0032-0;HIS 2; ZM-2;Z2.;JD AIOSE;285,86;GUIAR INCORPORACAO E ADMINISTRACAO DE BENS IMO;168,00;R   GUAJABARAS 00013 JD AIOSE;27/01/2017;ANA PAULA DE OLIVEIRA BREGGI;;ANA PAULA DE OLIVEIRA BREGGI;;B: 1 P: 3 U: 6
Janeiro;SEL/PARHIS-1        ;ITAQUERA                      ;2017.01.865-00;2014-0.041.612-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/02/2014;114.186.0020-1;HIS 2;;Z2.;VILA CORBERI;1.138,66;ANDRADE VASCONCELOS EMPREENDIMENTOS IMOBILIARIOS LTDA;537,00;R   SALIM JORGE ID 00174 VL CORBERI;27/01/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 18
Janeiro;SEL/PARHIS-1        ;PARELHEIROS                   ;2013.32.637-01;2015-0.236.592-4;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/09/2015;178.158.0006-7;HIS; ZM-P/001;Z9-032.;BARRO BRANCO;;CIA DESENV. HABITACIONAL E URBANO DO EST DE SAO PAULO - CDHU;41.016,02;R   DAS PLEIADES 000000 ;27/01/2017;FRANCISCO CARLOS FREGOLENTE;;IRENE BORGES RIZZO;;
Janeiro;SEL/PARHIS-1        ;PENHA                         ;2017.01.622-00;2016-0.130.116-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/06/2016;058.071.0016-6;HIS 2; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;VILA GUILHERMINA;810,65;MSM DE FARIAS INCORP. IMOB. E PRESTACAO DE SERVICO;310,00;R   SAO BENTO DO SAPUCAI 414 ;23/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 5 U: 18
Janeiro;SEL/PARHIS-1        ;PENHA                         ;2017.01.854-00;2015-0.050.164-2;RECONSIDERACAO DE DESPACHO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;26/02/2015;059.126.0008-4;HIS 2; ZM-2;Z2.;VL RE;;CONSTRUCAJ EMPREENDIMENTOS E CONSTRUCOES LTDA;;R   IMPATA 00802 804;27/01/2017;MARCELO ALBUQUERQUE DE MORAIS;;MARCELO ALBUQUERQUE DE MORAIS;;
Janeiro;SEL/PARHIS-1        ;SE                            ;2015.03.613-02;2016-0.267.389-2;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;05/12/2016;001.053.0362-3;"H.M.P; HIS"; ZCP-B/005;Z5-002.;SANTA IFIGENIA;544,83;RO EMPREENDIMENTOS E PARTICIPACOES LTDA;2.162,10;R   ANTONIO DE GODOI 00083 95;20/01/2017;;;;;
Janeiro;SEL/PARHIS-1        ;SE                            ;2017.01.628-00;2015-0.338.229-6;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;18/12/2015;035.088.0019-9;"HIS 2; H.M.P"; ZEIS-5/C005;ZONA ESPECIAL DE INTERESSE SOCIAL - 3.;CAMBUCI;;BRASILWAGEN COMERCIO DE VEICULOS S/A;;R   ALEXANDRINO DA SILVEIRA BUENO 000380 ;23/01/2017;ENGELUX EMPREENDIMENTOS E OBRAS LTDA;WILLIAM VITOR DE SOUZA;RUBIO & LUONGO ARQUITETURA LIMITADA;DEMOSTHENES MAGNO SANTOS;
Janeiro;SEL/PARHIS-1        ;SE                            ;2017.01.852-00;2015-0.328.781-1;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;09/12/2015;006.010.0048-1;"NR1; H.I.S"; ZCP-B/005;Z5-002.;CENTRO;65,23;COHAB - SP;587,01;AV  SAO JOAO 00605 621 613 E 617;27/01/2017;JOAO ABUKATER NETO;;MARIA CRISTINA ALVES DE BRITO;;B: 1 P: 7 U: 40
Janeiro;SEL/PARHIS-1        ;VILA PRUDENTE                 ;2017.00.340-00;2016-0.183.347-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;11/08/2016;118.384.0330-1;H.I.S;;Z2.;VILA PRUDENTE;;R033 VILA EMA 3000 EMP E PART LTDA;7.941,05;AV  VILA EMA 03000 ;04/01/2017;ALEXANDRE CALAZANS ALBURQUERQUE;;"ALEXANDRA LOPES                                             ; JESSICA SARLI";;
Janeiro;SEL/PARHIS-1        ;VILA PRUDENTE                 ;2017.01.863-00;2016-0.183.347-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;11/08/2016;118.384.0330-1;EHIS; ZEU;ZONA DE CENTRALIDADE POLAR - A.;VILA PRUDENTE;;R033 VILA EMA 3000 EMP E PART LTDA;;AV  VILA EMA 03000 ;27/01/2017;EDSON MATOS DOS SANTOS;;EDSON MATOS DOS SANTOS;;
Janeiro;SEL/PARHIS-1        ;;2015.10.769-02;2017-0.005.921-8;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/01/2017;431513196;HIS 2;;Z2.;VILA MATILDE;;COHAB;17.251,81;AV  OSVALDO VALLE CORDEIRO 0000 ;31/01/2017;;;;;
Janeiro;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.00.657-00;2016-0.052.320-6;ALVARA DE APROVACAO DE EDIFICACAO NOVA;04/03/2016;116.370.0009-9;EHMP;;Z2.;V. ANTONIETA;1.145,18;COSTANA EMPREENDIMENTOS IMOBILIARIOS LTDA         ;525,00;R   PE MANUEL LUIS DE VERGUEIRO 000291 ;09/01/2017;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 16
Janeiro;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2017.01.179-00;2014-0.359.401-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/12/2014;111.310.0059-4;H.M.P;;Z2.;P BOTURUSSU;521,76;HPP EMPREENDIMENTOS IMOBILIARIOS LTDA;555,00;R   ANTONIO TERTULIANO 00424 ;17/01/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 8
Janeiro;SEL/PARHIS-2        ;FREGUESIA/ BRASILANDIA         ;2017.00.656-00;2015-0.027.710-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/02/2015;104.022.0078-1;H.M.P;;Z2.;NOSSA SRA DO O;833,99;U CAN ADMINISTRADORA DE BENS LTDA                 ;556,00;R   MARTINS JUNIOR 00271 275 E 277;09/01/2017;MARCIO CORDEIRO VAZ;;MARCIO CORDEIRO VAZ;;B: 1 P: 2 U: 11
Janeiro;SEL/PARHIS-2        ;ITAIM PAULISTA                ;2017.00.282-00;2013-0.376.608-2;ALVARA DE APROVACAO DE EDIFICACAO NOVA;20/12/2013;192.161.0044-2;H.M.P;;ZONA MISTA DE MEDIA DENSIDADE.;VILA SAO JOSE;3.851,61;CONSTRUTORA E INCORPORADORA FERPAN LTDA;2.723,94;R   ANTONIO JOAO DE MEDEIROS 99999 LOTE C;04/01/2017;PAULO ROBERTO DEL SANTO;;PAULO ROBERTO DEL SANTO;;B: 1 P: 4 U: 52
Janeiro;SEL/PARHIS-2        ;ITAIM PAULISTA                ;2017.00.640-00;2013-0.376.608-2;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;20/12/2013;192.161.0044-2;EHMP; ZM-2/002;ZONA MISTA DE MEDIA DENSIDADE.;VILA SAO JOSE;;CONSTRUTORA E INCORPORADORA FERPAN LTDA;;R   ANTONIO JOAO DE MEDEIROS 99999 LOTE C;09/01/2017;PAULO ROBERTO DEL SANTO;;PAULO ROBERTO DEL SANTO;;
Janeiro;SEL/PARHIS-2        ;ITAIM PAULISTA                ;2017.00.648-00;2015-0.287.884-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/10/2015;112.630.0044-3;H.M.P;;Z3-039.;V CLARA;439,70;SAMUEL DOS SANTOS ALMEIDA E OUTRO;484,92;R   ELIAS MONTEIRO CARDOSO 00284 ;09/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 7
Janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.06.762-01;2015-0.068.424-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;17/03/2015;114.091.0004-8;H.M.P;;Z2.;VILA CARMOSINA;872,10;MORIENG ENGENHARIA E CONSTRUCOES EIRELI - ME;500,00;R   ANDIRATUBA 00235 ;30/01/2017;;;;;B: 1 P: 3 U: 9
Janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.24.019-02;2016-0.273.136-1;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;16/12/2016;138.041.0018-9;EHMP;;Z3-085.;ITAQUERA;;PREFEITURA DO MUNICIPIO DE SAO PAULO;;R   RENZO BALDINI 000910 ;20/01/2017;;;;;
Janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2017.00.903-00;2014-0.094.790-8;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/04/2014;114.119.0045-5;H.M.P;;Z2.;VILA CARMOZINA;849,33;ELIZA FUJIKO OKABE E OUTROS;659,99;R   ACOTIPA 99999 LT 33 QD 38;11/01/2017;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 9
Janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2017.01.488-00;2016-0.045.334-8;ALVARA DE APROVACAO DE EDIFICACAO NOVA;25/02/2016;138.045.0019-5;EHMP;;Z2.;PDA XV DE NOVEMBRO;1.145,18;CUBO EMPREENDIMENTOS IMOBILIARIOS EIRELLI-ME            ;525,00;R   IBIAJARA 00752 756;20/01/2017;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 16
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.654-00;2015-0.334.233-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/12/2015;113.170.0013-6;H.M.P;;Z2.;VL STA TERESA;550,06;AFRA EMPREENDIMENTOS IMOBILIÁRIOS E PARTICIPAÇÕES LTDA;385,00;R   SANTA AFRA 00232 ;09/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 8
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.667-00;2016-0.034.532-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/02/2016;060.173.0033-4;H.M.P;;Z2.;PENHA;695,06;PAULINA VARGA  ALVES MARQUES E OUTROS;504,00;R   PEDRO ALEGRETTI 00068 ;09/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 8
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.685-00;2016-0.062.611-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/03/2016;059.095.0044-9;EHMP;;ZONA MISTA DE MEDIA DENSIDADE.;VILA RE;136,33;CARLOS ROBERTO GUGLIELMO;135,20;R   MAXINE 00372 ;09/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 3
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.897-00;2016-0.205.802-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/09/2016;057.040.0010-1;H.M.P;;ZONA MISTA DE MEDIA DENSIDADE.;VILA MATILDE;1.122,19;J.C.B. CONSTRUCOES LTDA - EPP;739,20;AV  MARCONDES DE BRITO 661 ;11/01/2017;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;B: 1 P: 2 U: 12
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.898-00;2016-0.137.364-0;AUTO DE REGULARIZACAO;16/06/2016;058.020.0042-2;EHMP;;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;PENHA;;MERCIA MARIA BARBOSA GUIMARAES E OUTROS;570,00;R   MARIA CARLOTA 00774 ;11/01/2017;WELBER FERNANDES DE OLIVEIRA;;;;
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.905-00;2016-0.127.100-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/06/2016;113.184.0011-1;H.M.P;;ZONA MISTA DE BAIXA DENSIDADE.;ARTHUR ALVIM;750,05;ISABELLA ROCHA BURGUI;800,00;R   NADIME ACKEL 99999 LT 8 QD 10;11/01/2017;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 20
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.907-00;2015-0.295.603-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;05/11/2015;113.209.0008-8;EHMP;;ZONA MISTA DE BAIXA DENSIDADE.;ARTUR ALVIM;259,98;RAUL MOTTA;270,00;R   JORGE DE ALMEIDA QUIRINO 00258 ;11/01/2017;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 2 U: 4
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.00.954-00;2015-0.179.081-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/07/2015;059.095.0039-2;H.M.P;;ZONA MISTA DE MEDIA DENSIDADE.;VL EUGENIO;213,86;T4 CONSTRUTORA E INCORPORADORA LTDA               ;202,81;R   IRMA 00147 ;12/01/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 3
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.01.030-00;2015-0.101.915-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/04/2015;059.114.0035-9;H.M.P;;Z2.;VILA RE;708,75;PASCOAL CARDENUTO;408,00;R   NEA 00430 ;13/01/2017;ALBERTO NADDEO JUNIOR;;ALBERTO NADDEO JUNIOR;;B: 1 P: 2 U: 6
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.01.193-00;2015-0.302.964-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/11/2015;057.003.0031-1;H.M.P;;ZONA MISTA DE MEDIA DENSIDADE.;VILA ARICANDUVA;165,96;JOÃO PEDRO CORREIA SOARES;190,00;R   GUAPERUVU 00106 ;17/01/2017;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 3
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.01.195-00;2016-0.094.612-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/04/2016;059.165.0007-6;EHMP;;ZONA MISTA DE MEDIA DENSIDADE.;VL EUGENIO;326,06;MARINEUZA FLORA FERREIRA E OUTROS;234,50;R   EUNICE 00130 ;17/01/2017;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 3
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.01.262-00;2015-0.277.531-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/10/2015;113.597.0034-9;H.M.P;;Z2.;CIDADE A.E. CARVALHO;470,06;RODRIGO TUCCI TERENCIO E OUTRO;460,80;R   CRATEUS 00139 LT 34 QD 8;18/01/2017;ANDRE GASPAR PAULA DIAS;;ANDRE GASPAR PAULA DIAS;;B: 1 P: 2 U: 0
Janeiro;SEL/PARHIS-2        ;PENHA                         ;2017.01.265-00;2014-0.334.337-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/11/2014;058.165.0048-1;H.M.P;;Z2.;VILA GUILHERMINA;279,95;AZ INCORPORACOES IMOBILIARIAS LTDA;349,26;R   JAGUARIAIVA 00067 ;18/01/2017;LUIS ANTONIO PASSONI;;LUIS ANTONIO PASSONI;;B: 1 P: 2 U: 4
