Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
janeiro;SEL/PARHIS-1        ;SAO MATEUS                    ;2015.27.933-01;2015-0.268.031-5;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;194.228.0002-0;HIS 1;"ZEIS-2/L056; ZEIS-2/L056";Z9-009.;IGUATEMI;17.856,45;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;7.630,50;R   SESSENTA E DOIS (IGU) 99999 QD 65B;19/01/2016;;;;;B: 3 P: 12 U: 100
janeiro;SEL/PARHIS-1        ;SAO MATEUS                    ;2016.00.879-00;2015-0.243.291-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;151.191.0001-4;HIS 1;ZEIS-2/L093;Z6-053.;ITAQUERA;9.826,13;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB;3.969,00;R   FORTE DO RIO BRANCO 000000 LT 17 QD G;19/01/2016;FRANCISCO CARLOS FREGOLENTE;;JOSE ANTONIO MARTINS;;"B: 1 P: 14 U: 81; B: 1 P: 13 U: 77; B: 1 P: 1 U: 0"
janeiro;SEL/PARHIS-1        ;SE                            ;2011.45.780-01;2015-0.264.481-5;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;002.001.0099-8;H.I.S;ZEIS-3;Z8-007/11.;BOM RETIRO;5.690,60;COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E UR;2.036,00;R   SAO CAETANO 00629 ;12/01/2016;CARLOS ALBERTO DE ARAUJO SILVA;;ELY BIASOLI DIAS;;"B: 1 P: 5 U: 18; B: 1 P: 5 U: 18; B: 3 P: 5 U: 20; B: 1 P: 5 U: 10; B: 1 P: 5 U: 12; B: 1 P: 5 U: 8"
janeiro;SEL/PARHIS-1        ;SE                            ;2015.85.877-01;2015-0.337.639-3;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;;019.061.0005-5;;ZONEAMENTO ANTERIOR: Z3-078.;;BOM RETIRO;;M A R BRUXELAS DESENVOLVIMENTO IMOBILIARIO LTD;;R   CONEGO VICENTE MIGUEL MARINO 000059 ;21/01/2016;;;;;
janeiro;SEL/PARHIS-1        ;;2015.24.022-01;2015-0.107.486-1;APOSTILAMENTO DE AUTO DE REGULARIZACAO;;6383580259411;HIS 1;;  ;VILA BRASILANDIA;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;5.840,07;R   DOURADA 000000 ;13/01/2016;;;;;
janeiro;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.00.323-00;2015-0.021.125-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;056.168.0026-0;H.M.P;ZM-3A;Z2.;CARRAO;786,54;ROBERTO JANUZZI;471,75;R   PERUCABA 00131 ;08/01/2016;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 2 U: 12
janeiro;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.00.327-00;2015-0.113.733-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;053.090.0021-6;H.M.P;ZM-3A;Z2.;VILA FORMOSA;872,38;KASHER CONSTRUTORA E INCOR IMOB EIRELI;500,00;R   SEIS DE JUNHO 00134 ;08/01/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 11
janeiro;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.00.418-00;2013-0.284.447-0;AUTO DE REGULARIZACAO;;116.044.0006-3;H.M.P;ZM-2/001;Z2.;CARRAO;;VALMIR CEBRIAN;269,82;R   CURURIPE 00274 E 276;11/01/2016;THIAGO PAVAN BARBOZA;;;;
janeiro;SEL/PARHIS-2        ;BUTANTA                       ;2016.01.198-00;2015-0.035.183-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;101.158.0067-1;H.M.P;ZM-1;Z2.;BUTANTA;461,91;LEO MENEGAZ;295,00;R   ROBERTO V.DE CAMARGO 000429 LT33 QD4;22/01/2016;"FABIO MENEGAZ; MARCELO BARBANO TRINDADE";;MARCELO BARBANO TRINDADE;;B: 1 P: 2 U: 10
janeiro;SEL/PARHIS-2        ;CASA VERDE/ CACHOEIRINHA       ;2016.00.421-00;2015-0.284.677-9;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;075.183.0007-9;H.M.P;ZCP-A/002;Z2.;CASA VERDE;;JAIR LUCAS;;R   MARIA SETUBAL 00129 A;11/01/2016;ODAIR CORDEIRO VAZ;;ODAIR CORDEIRO VAZ;;
janeiro;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2016.00.417-00;2015-0.055.054-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;111.322.0006-6;H.M.P;ZM-2;Z2.;P BOTURUSSU;347,02;6MAP EMPREENDIMENTOS IMOBILIARIOS LTDA ME;370,00;R   CESAR DACORSO FILHO 00262 ;11/01/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 6
janeiro;SEL/PARHIS-2        ;GUAIANASES                    ;2016.00.324-00;2012-0.142.879-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;137.142.0001-1;H.M.P;ZM-1;  ;VL COSMOPOLITA;;MRV ENGENHARIA E PARTICIPACOES S.A.;;R   ALTO BENI 000110 LOTE 01;08/01/2016;HUDSON GONCALVES ANDRADE;;HUDSON GONCALVES ANDRADE;;
janeiro;SEL/PARHIS-2        ;GUAIANASES                    ;2016.00.628-00;2013-0.244.371-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;115.140.0001-5;H.M.P;"ZEIS-2/L210; ZCL-A LINDEIRA A ZM-1";Z2.;VL SOLANGE;12.433,74;JGRILO INCORPORACAO E CONSTRUCAO LTDA;4.413,58;R   EVALDO CALABREZ 00192 ;13/01/2016;LUIZ PAULO ROCHA DE OLIVEIRA;;LUIZ PAULO ROCHA DE OLIVEIRA;;"B: 1 P: 14 U: 108; B: 1 P: 5 U: 32; B: 1 P: 5 U: 34"
janeiro;SEL/PARHIS-2        ;GUAIANASES                    ;2016.01.073-00;2014-0.249.064-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;135.015.0016-4;H.M.P;ZCP-A/001;Z2.;NAZES;358,92;ISMAEL FERREIRA BARBOZA;375,50;R   LERITIBA 00103 LT 103 PRQ GUAIA;20/01/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 6
janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.00.335-00;2014-0.181.237-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;147.191.0012-1;H.M.P;ZM-1/006;Z2.;VL MATILDE;251,23;WILSON ROBERTO MACEDO JUNIOR;250,00;R   INVERNO PAULISTANO 99999 LT 6 QD 101 GL 3;08/01/2016;WILSON ROBERTO MACEDO JUNIOR;;WILSON ROBERTO MACEDO JUNIOR;;B: 2 P: 2 U: 7
janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.00.419-00;2014-0.256.963-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;138.064.0027-9;H.M.P;ZM-1/012;Z2.;ITAQUERA;461,07;6MAP EMPREENDIMENTOS IMOBILIARIOS LTDA ME;500,00;R   JUCARAL 00446 LT38 QD20;11/01/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 8
janeiro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.01.339-00;2010-0.309.804-1;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;114.115.0012-0;H.M.P;ZM-2;Z2.;ITAQUERA;11.400,29;CONSTRUTORA GABRIELLI LTDA;4.500,00;R   FONTOURA XAVIER 00760 ;26/01/2016;WALTER DELAMBERT;;AGRES PROJETOS E COSTRUCOES LTDA;MARTA DA SILVA ARDITO;"B: 2 P: 10 U: 54; B: 1 P: 10 U: 53; B: 1 P: 1 U: 0"
janeiro;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.00.423-00;2014-0.296.053-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;067.092.0018-3;H.M.P;ZM-3A;Z2.;JACANA;481,10;ARMENIO DA SILVA GOMES BAIAO;476,74;R   ELISA TEIXEIRA DE BARROS 000106 ;11/01/2016;ALEXSANDRO RUSSO;;ALEXSANDRO RUSSO;;B: 1 P: 2 U: 7
janeiro;SEL/PARHIS-2        ;MOOCA                         ;2014.16.178-02;2015-0.209.679-6;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;196.017.0166-3;"H.M.P; R2V-02; HIS";;Z6-018.;BRAS;;CATUMBI EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;;R   CATUMBI 000286 ;08/01/2016;;;;;
janeiro;SEL/PARHIS-2        ;MOOCA                         ;2016.00.326-00;2014-0.193.478-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;052.246.0091-1;H.M.P;ZM-3A;Z2.;VILA LIBANESA;518,24;ANTONIO GENARINO DI STASI;300,00;R   ANTONIO PADUA DE OLIVEIRA 00257 ;08/01/2016;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;B: 1 P: 2 U: 5
janeiro;SEL/PARHIS-2        ;PENHA                         ;2016.00.328-00;2015-0.108.580-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;057.086.0066-7;H.M.P;ZM-1/027;Z2.;VILA MATILDE;507,74;CONSTRUTORA E INCORPORADORA MORAR BELLO LTDA.;320,00;R   BENEDITO PASSOS 00090 ;08/01/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 6
janeiro;SEL/PARHIS-2        ;PENHA                         ;2016.00.415-00;2015-0.075.295-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;061.040.0015-0;H.M.P;ZCP-B/002;Z3-081.;PENHA;701,50;FATOLAR PARTICIPACOES LTDA;400,00;R   LEOPOLDO DE FREITAS 00094 ;11/01/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 0
janeiro;SEL/PARHIS-2        ;PENHA                         ;2016.00.798-00;2013-0.294.820-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;113.089.0014-6;H.M.P;ZM-1/021;Z2.;JD SAMARA;246,64;CRISTIANE DE OLIVEIRA CARREIRA;265,00;R   ANTONIO CARNEIRO LEAO 00104 ;18/01/2016;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;B: 1 P: 2 U: 4
janeiro;SEL/PARHIS-2        ;SANTO AMARO                   ;2016.00.627-00;2015-0.236.072-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;090.403.0029-1;H.M.P;ZCLZ-I/002 LINDEIRA A ZER-1;Z8-CR4 LIND. Z1.;SANTO AMARO;849,94;HSJ EMPREEND E PARTIC LTDA;1.635,00;AV  WASHINGTON LUIS 03827 ;13/01/2016;HAMILTON OLIVEIRA CAMPOS JUNIOR;;HAMILTON OLIVEIRA CAMPOS JUNIOR;;B: 1 P: 3 U: 8
janeiro;SEL/PARHIS-2        ;VILA MARIA/ VILA GUILHERME     ;2016.00.722-00;2015-0.049.934-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;304.075.0024-0;H.M.P;ZCP-B/002;Z4-011.;VILA GUILHERME;132,92;AF CONSTRUTORA E ADMINISTRADORA DE BENS LTDA;135,00;R   ARRUDA FERREIRA 00075 ;15/01/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 4
janeiro;SEL/PARHIS-2        ;VILA PRUDENTE                 ;2016.01.157-00;2011-0.186.789-9;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;044.079.0015-6;H.M.P;ZCP-A/001;Z2.;VILA PRUDENTE;;RALPH EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   PARAIBUNA 00140 ;21/01/2016;SERGIO VIEIRA DE FREITAS;;SERGIO VIEIRA DE FREITAS;;
janeiro;SEL/PARHIS-3        ;PIRITUBA                      ;2016.00.708-00;2015-0.115.371-0;RECONSIDERACAO DE DESPACHO DE CERTIDAO DE DIRETRIZES PARA LOTEAMENTO;;078.436.0029-9;;"ZM-3A/004; ZEIS-5/N041";Z2.;PIRITUBA;;MRV ENG.E PARTIC.S.A;169.290,40;AV  RAIMUNDO P.DE MAGALHAES 999999 ;14/01/2016;HUDSON GONCALVES ANDRADE;;ROBERTO CANDUSSO ARQUITETOS ASSOCIADOS LTDA;;
janeiro;SEL/PARHIS-3        ;;2013.30.894-02;2013-0.072.215-7;APOSTILAMENTO DE CERTIFICADO DE ANUENCIA PREVIA JUNTO AOS ORGAOS ESTADUAIS;;6383580929832;;;  ;PQ SAO RAFAEL;;ALBERTO MENACHE E OUTROS;69.894,50;R   JOSE DE ASSIS ALVARENGA 999999 ;19/01/2016;;;;;
janeiro;SEL/PARHIS-3        ;;2016.01.242-00;2015-0.115.361-3;RECONSIDERACAO DE DESPACHO DE CERTIDAO DE DIRETRIZES PARA LOTEAMENTO;;6383580822523;H.I.S;;  ;SAO MATEUS;;MRV ENGENHARIA E PARTCIPACOES SA;56.877,07;R   ANDRE DE ALMEIDA 000000 -;22/01/2016;EUGENIO PACCELI TEODORO;;;;
janeiro;SEL/RESID-G         ;LAPA                          ;2016.01.295-00;2013-0.357.911-8;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;021.075.0010-1;R2V-01;ZM-3B/013;Z3-098.;PERDIZES;10.495,93;FIBRA UPCON 2 EMPREENDIMENTOS IMOBILIARIOS LTDA  E OUTROS;1.758,96;R   CAIUBI 001363 ;26/01/2016;FABIO FREITAS ROMANO;;ROBERTO CANDUSSO ARQUITETOS ASSOCIADOS LTDA;;B: 1 P: 19 U: 36
janeiro;SEL/RESID-G         ;PENHA                         ;2016.00.766-00;2011-0.347.431-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;057.049.0010-0;R2H-03;ZM-1/027;Z2.;VILA MATILDE;604,47;VALMIR CARRASCO HERRERA E OUTROS;443,00;R   VINTE E NOVE DE OUTUBRO 00419 ;18/01/2016;LUCIA DE FATIMA NETO MANSO;;LUCIA DE FATIMA NETO MANSO;;B: 2 P: 2 U: 7
janeiro;SEL/RESID-G         ;PINHEIROS                     ;2016.00.765-00;2010-0.291.737-5;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;299.010.0304-9;R2V-02;"ZM-2/013; OU/001";Z2.;ITAIM BIBI;22,68;CONDOMINIO EDIFICIO VILLA ALEXANDER;2.622,66;R   COJUBA 00136 ;18/01/2016;RICARDO LAURENTINO VASCONCELOS;;RICARDO LAURENTINO VASCONCELOS;;
janeiro;SEL/RESID-G         ;SAPOPEMBA                     ;2016.00.860-00;2014-0.175.447-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;153.110.0001-4;R2H-03;ZM-2;Z2.;ALTOS DE VL PRUDENTE;589,67;VALDEMIR GONCALVES BORIN;800,00;R   LAVANDA 099999 LT 1 QD F;19/01/2016;CLAUDINEI CINTRA;;CLAUDINEI CINTRA;;"B: 5 P: 2 U: 2; B: 1 P: 2 U: 1"
janeiro;SEL/RESID-G         ;SE                            ;2016.01.697-00;2014-0.144.114-5;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;038.021.0100-6;R2V-01;"ZM-3B/005; EETU";Z3-152.;PARAISO;9.990,24;FREEMAN PARTICIPAES E IMOVEIS LTDA;2.282,75;R   NILO 00189 ;29/01/2016;FERNANDO ROSSI FERNANDES;;OCTAVIO DE SIQUEIRA FERREIRA;;B: 1 P: 23 U: 21
janeiro;SEL/RESID-1         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.00.618-00;2015-0.143.952-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;148.074.0012-5;R2H-03;ZM-3A;Z2.;FONSECA;247,02;ELIANE MINHARRO GAMBIN ROCHA;249,30;R   SAO MIGUEL DO GUAMA 00120 LT 76;13/01/2016;FABIO SANTIANNI SOBRAL;;FABIO SANTIANNI SOBRAL;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-1         ;CIDADE ADEMAR                 ;2016.01.467-00;2015-0.043.477-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;120.003.0012-9;R2H-03;"ZEIS-1/C062; ZEIS-1/C062";Z2.;CIDADE ADEMAR;523,73;WALTER COMENALE;354,00;R   RUBEM DE SOUZA 00349 ;27/01/2016;OLINDA LOURENCO RAMOS;;OLINDA LOURENCO RAMOS;;B: 1 P: 2 U: 5
janeiro;SEL/RESID-1         ;ITAQUERA                      ;2016.00.601-00;2012-0.008.544-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;114.126.0015-3;R2H-03;ZM-2;Z2.;ITAQUERA;355,17;JOSE LUIS DOS SANTOS NETO;440,00;R   CASTELO DO PIAUI 00133 VL CARMOZINA;13/01/2016;LUCIA DE FATIMA NETO MANSO;;LUCIA DE FATIMA NETO MANSO;;B: 1 P: 2 U: 0
janeiro;SEL/RESID-1         ;MOOCA                         ;2016.01.470-00;2012-0.347.751-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;052.006.0005-7;R2V-02;ZM-3B/020;Z3-137.;AGUA RASA;572,17;JOSE TORRES;323,66;R   PANTOJO 000764 ;27/01/2016;PAULO JOSE JUVENTINO DA SILVA;;PAULO JOSE JUVENTINO DA SILVA;;B: 2 P: 2 U: 6
janeiro;SEL/RESID-1         ;PENHA                         ;2016.00.435-00;2013-0.335.773-5;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;113.269.0035-7;R2H-03;ZM-1/020;Z2.;VILA NHOCUNE;252,07;THERESINHA LASARA DOS SANTOS FRANCISCO;250,00;R   MOISES JUSTINO 00093 93 A;11/01/2016;ROQUE MARIANO GUILHERME;;ROQUE MARIANO GUILHERME;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-1         ;PENHA                         ;2016.00.446-00;2014-0.251.446-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;142.030.0018-0;R2H-03;ZM-1/017;Z2.;ARTUR ALVIM;332,88;FRANCISCO ALVES BRAZ;250,00;R   JOSEPH LOUIS LAGRANGE 00162 VL CAMPANELLA;11/01/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-1         ;PENHA                         ;2016.00.626-00;2015-0.211.868-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;113.176.0022-2;R2H-03;ZM-1/019;Z2.;ARTUR ALVIM;297,77;ORION PARTICIPACOES S/C LTDA.;300,00;R   JOSE GUEDES 00075 77 77A;13/01/2016;FABIO SANTIANNI SOBRAL;;FABIO SANTIANNI SOBRAL;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-1         ;PENHA                         ;2016.00.811-00;2014-0.322.787-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;060.131.0003-9;R2H-03;ZM-1/010;Z2.;PENHA;210,94;MARYSOL DE GENOVA;270,81;R   ANTONIETA J.RIBEIRO 00029 ;18/01/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-1         ;PINHEIROS                     ;2016.00.445-00;2014-0.174.015-0;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;014.075.0467-3;R2V-02;ZM-3B/016;Z3-151.;JD PAULISTA;;OCA IMOVEIS E PARTICIPACOES LTDA;1.648,00;R   GUARARA 00298 AP 24;11/01/2016;SFERAENG ENGENHARIA LTDA;MARCOS BARRICHELLO;REGINALDO DE CASTRO MAROPO;;
janeiro;SEL/RESID-1         ;PINHEIROS                     ;2016.01.311-00;2014-0.161.977-7;ALVARA DE APROVACAO DE EDIFICACAO NOVA;;015.006.0021-0;R2V-02;"ZM-3B/009; EETU";Z4-035.;PINHEIROS;5.545,41;AZUIL ALVARO CAVALCANTI LOPES;937,00;R   MATEUS GROU 280 ;26/01/2016;RUY BATALHA DE CAMARGO;;SERGIO AUGUSTO ALVES MISORELLI;;B: 1 P: 12 U: 50
janeiro;SEL/RESID-1         ;PINHEIROS                     ;2016.01.684-00;2015-0.012.609-4;ALVARA DE APROVACAO DE EDIFICACAO NOVA;;096.083.0002-9;R2V-01;ZER-3/001;Z8-040/01.;ALTO DOS PINHEIROS;5.511,73;MARIA CECILIA CAVALCANTE CIMAPOLINI;2.541,69;AV  ARRUDA BOTELHO 000168 LT 79 QD G;29/01/2016;FABIO VILLAS BOAS;;ARTUR JORGE DE DEUS LE;;B: 1 P: 5 U: 12
janeiro;SEL/RESID-1         ;PINHEIROS                     ;2016.01.685-00;2014-0.038.869-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;014.075.0020-1;R2V-01;ZM-3B/016;Z3-151.;JARDIM PAULISTA;;GUARARA EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   GUARARA 316 ;29/01/2016;ENGENHARIA CONSTRAC LTDA;VALTER ANTONIO CHAMMAS FILHO;FORTE GIMENES & MARCONDES FERRAZ ARQUITETURA  LTDA;;
janeiro;SEL/RESID-1         ;PIRITUBA                      ;2016.01.466-00;2015-0.154.798-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;207.003.0006-4;R2H-03;ZM-P/003;Z9-049.;JARAGUA;2.408,00;GETULIO SOARES ARAUJO;2.800,00;R   GONCALO ALDANA 99999 LT. 22 QD. C;27/01/2016;CARLOS ROSA;;CARLOS ROSA;;B: 4 P: 2 U: 7
janeiro;SEL/RESID-1         ;SANTO AMARO                   ;2016.00.608-00;2015-0.224.994-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;090.350.0044-7;R2H-03;ZM-2/007;Z2.;CAMPO GRANDE;539,84;ALBERTO FORESTI SANSEVERINO;300,00;R   TENENTE JOSE MARIA PINTO 00143 JD TAQUARAL;13/01/2016;EVANDRO LUIZ DE MELLO FORTUNATO;;MARCOS DA COSTA PEREIRA;;B: 1 P: 2 U: 4
janeiro;SEL/RESID-1         ;VILA MARIANA                  ;2015.08.789-01;2013-0.239.037-2;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;036.038.0253-5;R2V-01;ZM-3B/004;Z3-151.;PARAISO;5,91;CONDOMINIO EDIFICIO MAISON CASABLANCA;2.047,41;R   SAMPAIO VIANA 00509 ;11/01/2016;;;;;B: 1 P: 23 U: 0
janeiro;SEL/RESID-1         ;VILA MARIANA                  ;2016.00.625-00;2012-0.147.600-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;041.160.0093-0;R2V-02;ZCP-B/004;Z10-008.;INDIANOPOLIS;14,43;SERGIO ESPIRITO SANTO FERRO;1.000,00;AV  ROUXINOL 00780 ;13/01/2016;LARA DAMHA SANTOS;;LARA DAMHA SANTOS;;
janeiro;SEL/RESID-2         ;CAMPO LIMPO                   ;2016.01.453-00;2013-0.377.363-1;ALVARA DE APROVACAO DE EDIFICACAO NOVA;;169.062.0001-0;R2V-01;ZCP-B/001;Z2.;CAMPO LIMPO;32.717,55;MONTGOMERY EMPREENDIMENTOS IMOBILIARIOS LTDA.;4.803,30;R   ECAUNA 000074 98;27/01/2016;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;AGRES PROJETOS E COSTRUCOES LTDA;;B: 1 P: 29 U: 377
janeiro;SEL/RESID-2         ;CASA VERDE/ CACHOEIRINHA       ;2015.17.725-01;2015-0.334.816-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;075.118.0036-1;"R2V-01; NR1-02";ZCP-B/003;Z3-049.;LIMAO;5.378,34;CITRON RESIDENCE INCORPORACOES SPE LTDA;886,74;R   CAROLINA SOARES 000091 ;06/01/2016;;;;;B: 1 P: 16 U: 60
janeiro;SEL/RESID-2         ;CIDADE ADEMAR                 ;2016.00.856-00;2013-0.284.331-8;ALVARA DE APROVACAO DE EDIFICACAO NOVA;;090.061.0025-0;R2V-01;"ZM-2/001; EETU";Z18-037.;CIDADE ADEMAR;5.803,74;ISQ-8 EMPREENDIMENTO IMOBILIARIO LTDA;1.500,00;R   DAS FLECHAS 00452 ;19/01/2016;DANIEL CHEQUER FILHO;;ALEXANDRE MENDONCA MILLEU;;B: 1 P: 9 U: 50
janeiro;SEL/RESID-2         ;IPIRANGA                      ;2016.01.199-00;2014-0.357.534-3;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;049.442.0011-0;R2H-03;ZM-2;Z11-002.;SAUDE;117,52;ROMUALDO ESTREMERA DE CARVALHO;255,00;R   KANDINSKY 00093 ;22/01/2016;ROMUALDO ESTREMERA DE CARVALHO;;ROMUALDO ESTREMERA DE CARVALHO;;B: 1 P: 2 U: 3
janeiro;SEL/RESID-2         ;IPIRANGA                      ;2016.01.288-00;2013-0.367.616-4;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;050.059.0095-0;R2V-01;ZM-3B/010;Z4-056.;IPIRANGA;;CANJERANA EMPREENDIMENTOS IMOBILIARIOS LTDA;;AV  CARIOCA 00535 ;26/01/2016;PRISCILA FERNANDES AMARAL RIZZI;;ADESA ARQUITETURA LTDA;;
janeiro;SEL/RESID-2         ;LAPA                          ;2013.02.088-02;2015-0.147.097-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;;197.060.0001-0;R2V-01;;Z8-060/03.;BARRA FUNDA;92.149,85;WINDSOR INVESTIMENTOS IMOBILIARIOS LTDA;12.116,48;R   OITO (JD DAS PERDIZES) 000088 ;11/01/2016;;;;;"B: 1 P: 29 U: 108; B: 1 P: 28 U: 104; B: 1 P: 29 U: 108"
janeiro;SEL/RESID-2         ;LAPA                          ;2013.11.267-02;2015-0.147.097-0;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;;197.060.0001-0;R2V-01;;Z8-060/03.;BARRA FUNDA;;WINDSOR INVESTIMENTOS IMOBILIARIOS LTDA;;R   OITO (JD DAS PERDIZES) 000088 ;11/01/2016;;;;;
