Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Janeiro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.00.068-00;2016-0.208.154-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/09/2016;111.309.0006-0;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;PQ. BOTURUSSU;776,78;DOMINGOS JANUSKEVICIUS FIUME;464,00;R   ROQUE JOSE DIAS 00084 ;03/01/2018;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 11;;;
Janeiro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.00.071-00;2016-0.223.181-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/10/2016;111.247.0033-0;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;P BOTURUSSU;317,53;INCORPORADORA ELMAR LTDA - ME;330,00;R   PROFESSOR JOSE DE SOUSA 00618 LT 44 QD 10;03/01/2018;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 6;;;
Janeiro;SMUL/PARHIS/DHMP    ;ERMELINO MATARAZZO            ;2018.00.117-00;2016-0.273.320-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/12/2016;111.341.0016-6;EHMP; ZM;ZONA MISTA DE MEDIA DENSIDADE.;P BOTURUSSU;408,42;JR MATARAZZO EMPREENDIMENTOS E CONSTRUCOES LTDA-ME;411,00;R   RUBENS GALVAO DE FRANCA 00676 ;04/01/2018;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 6;;;
Janeiro;SMUL/PARHIS/DHMP    ;ITAQUERA                      ;2018.00.122-00;2016-0.141.368-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/06/2016;142.138.0025-2;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;CID. A.E CARVALHO;416,07;JOSE LUIS MAGALHAES;250,00;AV  DAS ALAMANDAS 00161 ;04/01/2018;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/PARHIS/DHMP    ;ITAQUERA                      ;2018.00.126-00;2015-0.234.841-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/09/2015;114.125.0019-1;H.M.P; ZM-2;Z2.;ARMOZINA;799,20;ALJP INCORPORADORA E CONSTRUTORA EIRELI;440,00;R   SEN GEORGINO AVELINO 301 LT 7 QD 50A VL C;04/01/2018;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 9;;;
Janeiro;SMUL/PARHIS/DHMP    ;JACANA/ TREMEMBE               ;2018.00.900-00;2016-0.146.242-1;ALVARA DE APROVACAO DE EDIFICACAO NOVA;27/06/2016;109.213.0014-9;H.M.P; ZCORA;ZONA EXCLUSIVAMENTE RESIDENCIAL BAIXA D;JACANA;1.991,01;APARECIDA GOUVEA CABRAL;1.000,00;AV  SENADOR JOSE ERMIRIO DE MORAES 00288 ;19/01/2018;ONEX ARQUITETURA LTDA;FLAVIO GOMES DE OLIVEIRA;ONEX ARQUITETURA LTDA;FLAVIO GOMES DE OLIVEIRA;B: 1 P: 3 U: 40;;;
Janeiro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.00.070-00;2017-0.026.537-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/02/2017;059.111.0028-2;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VL RE;678,14;RO-MA INCORPORACOES E EMPREENDIMENTOS IMOBILIARIOS;400,00;R   COQUETA 00303 299;03/01/2018;ANDRE GASPAR PAULA DIAS;;ANDRE GASPAR PAULA DIAS;;B: 1 P: 2 U: 9;;;
Janeiro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.00.115-00;2016-0.014.426-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/01/2016;058.011.0014-8;EHMP; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;VL ESPERANCA;641,34;ESPÓLIO DE JOSÉ VILLAMUR CANO E MARIA GALHARDO VILLAMUR;450,00;R   CINCO DE MAIO 00301 ;04/01/2018;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 7;;;
Janeiro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.00.127-00;2016-0.241.070-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/10/2016;059.115.0013-2;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA RE;560,60;CONCREDAM EMPREENDIMENTO IMOBILIARIO SPE LTDA;420,00;R   PROFESSOR V.SARMENTO 00048 ;04/01/2018;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 10;;;
Janeiro;SMUL/PARHIS/DHMP    ;PENHA                         ;2018.01.184-00;2016-0.186.870-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/08/2016;058.111.0002-7;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA GUILHERMINA;190,03;ANTONIO CLEMENTE TORRES;278,00;R   ARCOVERDE 00183 VL GUILHERMINA;24/01/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 3;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.00.124-00;2015-0.305.003-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/11/2015;067.195.0036-8;H.M.P; ZM;ZONA DE CENTRALIDADE POLAR - B.;VILA NIVI;231,56;LUIS CARLOS DE PINHO FIGUEIREDO E OUTRO;248,00;R   CAPRICHO 00686 ;04/01/2018;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 6;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.00.336-00;2016-0.275.367-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/12/2016;067.182.0002-6;H.M.P; ZC;ZONA MISTA DE MEDIA DENSIDADE.;TUCURUVI;579,47;EMPREENDIMENTO RESIDENCIAL BAHAMAS SPE LTDA;300,00;R   TANQUE VELHO 01360 ;10/01/2018;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 8;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.00.897-00;2017-0.013.129-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/01/2017;070.193.0033-2;H.M.P; ZC;ZONA MISTA DE BAIXA DENSIDADE.;TUCURUVI;429,86;JOAO ANTONIO AZEVEDO;274,20;R   PATAIBA 00030 ;19/01/2018;AKIRA SATO;;AKIRA SATO;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.01.246-00;2016-0.278.240-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/12/2016;072.065.0060-9;H.M.P; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;CHORA MENINO;898,41;BRENNIX EMPREENDIMENTO IMOBILIRIO SPE LTDA;460,00;R   COPACABANA 00156 160;29/01/2018;MARCIO CORDEIRO VAZ;;MARCIO CORDEIRO VAZ;;B: 1 P: 2 U: 9;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.01.285-00;2016-0.221.008-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/09/2016;070.224.0017-2;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VL NOVA CACHOEIRINHA;560,53;LUMAR CONSTRUCOES LTDA;327,00;R   COMANDANTE GUALBERTO 00140 142;29/01/2018;LUIS ANTONIO MARQUES;;JULIANA UZAE GOMES;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/PARHIS/DHMP    ;SANTANA/ TUCURUVI              ;2018.01.412-00;2017-0.023.079-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/02/2017;068.532.0025-1;H.M.P; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;PARADA INGLESA;285,28;LAMEH ABDUL RAHMAN SMEILI;233,75;R   ARIOSTO CESAR 00178 ;31/01/2018;VINICIUS JOSE DE OLIVEIRA;;VINICIUS JOSE DE OLIVEIRA;;B: 1 P: 2 U: 6;;;
Janeiro;SMUL/PARHIS/DHMP    ;SAO MIGUEL                    ;2018.00.072-00;2017-0.040.291-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/03/2017;112.572.0003-7;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA JACUI;449,73;MARIA OLINDA MOREIRA TEDIM;500,00;AV  TTE    LAUDELINO FERREIRA DO AMARAL 01032 1034;03/01/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 8;;;
Janeiro;SMUL/PARHIS/DHMP    ;SAO MIGUEL                    ;2018.00.123-00;2017-0.072.878-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/05/2017;112.200.0052-2;H.M.P; ZMA;ZONA MISTA DE MEDIA DENSIDADE.;S M PAULISTA;297,25;THIAGO PEDRENO CIOCCHETTI;300,00;R   JOSE NUNES DOS SANTOS 01016 ;04/01/2018;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/PARHIS/DHMP    ;VILA MARIA/ VILA GUILHERME     ;2018.00.069-00;2016-0.278.202-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/12/2016;068.160.0016-1;H.M.P; ZM;ZONA DE CENTRALIDADE POLAR - A.;VILA ISOLINA MAZZEI;733,00;TOLEDO MALTA EMPREENDIMENTOS SPE LTDA E OUTRO;450,00;R   TOLEDO MALTA 00054 ;03/01/2018;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 9;;;
Janeiro;SMUL/PARHIS/DHMP    ;VILA PRUDENTE                 ;2018.00.067-00;2017-0.110.104-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/07/2017;118.313.0040-1;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;JARDIM TEREZA;573,15;RODRIGO ALVES BRAGA E OUTROS;275,00;R     ANTONIO RODRIGUES DOS OUROS 00058 ;03/01/2018;LEANDRO DESTRO;;LEANDRO DESTRO;;B: 1 P: 3 U: 8;;;
Janeiro;SMUL/PARHIS/DHMP    ;VILA PRUDENTE                 ;2018.01.248-00;2015-0.090.565-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/04/2015;118.132.0013-1;H.M.P; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;VILA LAVINIA;248,32;MARCOS PAULO MINER CANEDO;231,62;R   ROSICLER 00273 ANT 22;29/01/2018;JULIO CESAR OLIVIERI;;JULIO CESAR OLIVIERI;;B: 1 P: 2 U: 4;;;
Janeiro;SMUL/PARHIS/DPS     ;ITAQUERA                      ;2018.00.139-00;2012-0.338.067-0;TERMO DE VERIFICACAO DE EXECUCAO DE OBRAS;04/12/2012;147.331.0031-1;;;Z2.;JD NOVA AMERICA;;JALICO EMPREENDIMENTOS LTDA;;R   PROFA  APARECIDA RELVAS 99999 ;04/01/2018;;;;;;;;
Janeiro;SMUL/PARHIS/DPS     ;MOOCA                         ;2016.22.804-03;2010-0.244.834-0;REVALIDACAO DE ALVARA DE DESDOBRO DE LOTE;02/09/2010;028.005.0001-8;; ZCP-A/017;Z2.;MOOCA;;FRIPELL ADM.PART.LTDA E OUTROS;2.782,70;R   DO ORATORIO 000287 291,305 E 337;24/01/2018;GUIOMAR LEITAO;;GUIOMAR LEITAO;;;;;
Janeiro;SMUL/PARHIS/DPS     ;;2018.00.142-00;2015-0.130.315-1;RECONSIDERACAO DE DESPACHO DE CERTIDAO DE DIRETRIZES PARA DESMEMBRAMENTO;19/05/2015;6383580106690;; ZONA NÃO DEFINIDA;ZONA NAO DEFINIDA.;GRAJAU;;IGENY CHEBL;45.770,00;AV    JOAQUIM NAPOLEAO MACHADO 0 ;04/01/2018;HIGOR DE ALBUQUERQUE;;HIGOR DE ALBUQUERQUE;;;;;
Janeiro;SMUL/PARHIS/G       ;CASA VERDE/ CACHOEIRINHA       ;2018.00.668-00;2016-0.222.221-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/09/2016;075.042.0022-0;H.M.P; ZC;ZONA DE CENTRALIDADE POLAR - A.;CASA VERDE;134,65;SIDNEY GUSTAVO CAVALCANTI BRAOIO                  ;230,00;R   ANTONIO CAVAZZAM 01048 ;16/01/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 2;;;
Janeiro;SMUL/PARHIS/G       ;ERMELINO MATARAZZO            ;2018.00.349-00;2016-0.214.428-8;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/09/2016;110.298.0007-2;H.M.P; ZC;ZONA DE CENTRALIDADE POLAR - A.;VL COSTA MELLO;388,65;MARIO FRANCA                                      ;315,00;R   BOAVENTURA DA SILVA 00164 ;10/01/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 2 P: 3 U: 6;;;
Janeiro;SMUL/PARHIS/G       ;ERMELINO MATARAZZO            ;2018.00.707-00;2016-0.128.606-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/06/2016;111.406.0020-5;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;ERMELINO MATARAZZO;440,09;RODRIGO TUCCI TERENCIO                            ;450,00;R   VICTORIA SIMIONATO 00369 VL PARANAGUA;16/01/2018;ANDRE GASPAR PAULA DIAS;;;;B: 1 P: 2 U: 8;;;
Janeiro;SMUL/PARHIS/G       ;ITAQUERA                      ;2018.00.915-00;2015-0.267.959-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/10/2015;114.249.0047-5;"H.M.P; R2H"; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;ITAQUERA;1.805,74;RESIDENCIAL PARQUE PAINEIRA SPE LTDA;1.500,00;R     FRANCISCO RODRIGUES SECKLER 00745 753;19/01/2018;RICARDO CARNEIRO TESSER;;RICARDO CARNEIRO TESSER;;B: 1 P: 2 U: 20;;;
Janeiro;SMUL/PARHIS/G       ;PENHA                         ;2018.00.621-00;2017-0.064.198-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/04/2017;059.128.0020-2;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;PENHA DE FRANCA;608,40;MARIA DORINA DOS SANTOS E OUTROS;400,00;R   NAME 00395 A 397;15/01/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 9;;;
Janeiro;SMUL/PARHIS/G       ;PIRITUBA                      ;2018.00.558-00;2015-0.118.591-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/05/2015;188.050.0016-6;H.M.P; ZM-1/001;Z9-049.;ZOOLOGICO;416,93;LEANDRO BARBOSA;400,00;R   LEZIRA 172 LT 16 QD A VL JD;12/01/2018;ANSELMO DE OLIVEIRA ALVES;;ANSELMO DE OLIVEIRA ALVES;;B: 1 P: 2 U: 7;;;
Janeiro;SMUL/PARHIS/G       ;VILA PRUDENTE                 ;2018.00.917-00;2013-0.078.367-9;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;19/03/2013;051.077.0005-5;H.M.P; ZCP-B/004;Z3-175.;VILA ALPINA;2.736,47;PETRA PRIME INCORPORADORA E CONSTRUTORA LTDA;1.408,16;R   DOS JUNQUILHOS 00284 298;19/01/2018;GILBERTO TRAMA;;GILBERTO TRAMA;;B: 1 P: 9 U: 48;;;
Janeiro;SMUL/RESID-G        ;CIDADE ADEMAR                 ;2018.00.742-00;2013-0.048.741-7;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;20/02/2013;090.413.0004-1;R2H; ZER-1/001;Z1-022.;JARDIM LOS ANGELES;1.850,73;IMN CONSTRUCOES E PLANEJAMENTOS TECNICOS LTDA;2.562,98;R   CARLOS BAPTISTA DE MAGALHAES 99999 LT 4 QD B;17/01/2018;IVAN MASSAKI NISHIHATA;;IVAN MASSAKI NISHIHATA;;B: 2 P: 0 U: 8;;;
Janeiro;SMUL/RESID-G        ;MOOCA                         ;2005.22.480-02;2002-0.142.170-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/06/2002;062.210.0048-3;R2V; ZM-3A;Z2.;TATUAPE;14.801,99;SUZANO EMPREENDIMENTOS E PARTICIPACOES LTDA;2.993,91;R   TUIUTI 99999 ;12/01/2018;HONDURAS ENGENHARIA E CONSTRUCOES LTDA;IVAN BUSSAB;MANOEL CORREIA DE ALMEIDA;;"B: 1 P: 15 U: 28; B: 1 P: 15 U: 28";;;
Janeiro;SMUL/RESID-G        ;VILA MARIANA                  ;2018.00.219-00;2005-0.021.536-3;RECONSIDERACAO DE DESPACHO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;02/02/2005;045.199.0021-2;R301; ZM-1;Z2.;MOEMA;;ACQUALINA EMPREENDIMENTO IMOBILIARIO SPE LTDA;;AV  ARATAS 000772 ;08/01/2018;FERNANDO DE LORENZO GULLO;;CFA CAMBIAGHI ARQUITETURA EPP;HENRIQUE CAMBIAGHI FILHO;;;;
Janeiro;SMUL/RESID-G        ;VILA MARIANA                  ;2018.01.140-00;2014-0.156.143-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/06/2014;309.023.0004-8;R2V; ZCP-A/011;Z2.;BOSQUE DA SAUDE;6.079,22;NILMA LOUZADA PEREDA;1.686,92;R   SANTO IRINEU 665 ;24/01/2018;E2 ENGENHARIA EIRELI;JOSE CORREIA MUNIZ JUNIOR;EDUARDO LUIS TELLES DE ABREU E SILVA;;B: 1 P: 16 U: 56;;;
Janeiro;SMUL/RESID-2        ;BUTANTA                       ;2018.00.895-00;2015-0.336.481-6;ALVARA DE APROVACAO DE EDIFICACAO NOVA;17/12/2015;300.078.0001-8;R2H; ZER-3 LINDEIRA A ZER-1;Z8-CR6 LIND. Z1.;VILA MORUMBI;2.167,92;ALTOS DO REAL PARQUE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;1.482,50;R   JOSE DE CRISTO MOREIRA 00000 LT 6 QD C;19/01/2018;ANA MARIA ARRUDA BOTELHO PEREIRA DE MAGALHAES;;ANA MARIA ARRUDA BOTELHO PEREIRA DE MAGALHAES;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/RESID-2        ;JABAQUARA                     ;2016.21.938-01;2017-0.175.197-2;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;28/11/2017;089.078.0136-3;"R2V-01; R2V"; MA/012;Z2.;VILA MASCOTE;18.743,28;JSL EMPREENDIMENTO IMOBILIÁRIO SPE LTDA;2.015,04;R   PALESTINA 99999 ;30/01/2018;JZM PLANEJAMENTO IMOBILIARIO E CONSTRUCOES LTDA;MOISES SINGAL GORDON;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;B: 1 P: 22 U: 84;;;
Janeiro;SMUL/RESID-2        ;LAPA                          ;2016.09.244-02;2017-0.109.344-4;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/07/2017;097.002.0014-0;R2V-01; ZM-3A/003;Z6-015.;LAPA;37.191,02;KALLAS - MOFARREJ II EMPREENDIMENTOS IMOBILIARIOS LTDA;7.697,65;AV  MOFARREJ 710 ;12/01/2018;KALLAS INCORPORACOES E CONSTRUCOES S.A.;EMILIO RACHED ESPER KALLAS;MCAA ARQUITETOS LTDA;;B: 1 P: 33 U: 224;;;
Janeiro;SMUL/RESID-2        ;LAPA                          ;2018.00.076-00;2016-0.184.677-7;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;12/08/2016;020.068.0209-7;R2V; ZM;ZONA MISTA DE MEDIA DENSIDADE.;PERDIZES;;EDIFICIO SABEL PACAEMBU;1.291,78;R   CAPITAO MESSIAS 00035 ;03/01/2018;VINICIUS JOSE DE OLIVEIRA;;VINICIUS JOSE DE OLIVEIRA;;;;;
Janeiro;SMUL/RESID-2        ;MOOCA                         ;2017.20.203-01;2016-0.253.212-1;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;16/11/2016;032.132.0024-7;R2V;;Z3-162.;MOOCA;;TDSP BACEUNAS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;;R   TACOMARE 000196 ;24/01/2018;;;;;;;;
Janeiro;SMUL/RESID-2        ;MOOCA                         ;2018.01.343-00;2015-0.323.709-1;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;04/12/2015;030.023.0008-1;"R2V-01; NR1-09; NR1-02"; ZM-3B/007;Z3-102.;TATUAPE;;SAPPHIRE YP EMPREENDIMENTO IMOBILIARIO LTDA;;R   HENRIQUE SERTORIO 00388 ;30/01/2018;ALESSANDRA THAIS VADALA CALEFO;;"MARCHI ARQUITETURA LTDA                                     ; WILSON MARCHI JUNIOR";;;;;
Janeiro;SMUL/RESID-2        ;PENHA                         ;2018.00.548-00;2016-0.271.667-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/12/2016;058.078.0010-9;R2H-03; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA MATILDE;296,58;PRADO FERREIRA EMPREENDIMENTOS E PARTICIPACOES - EIRELI;287,60;R   CAMPOLIDE 00017 ;12/01/2018;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;B: 1 P: 3 U: 3;;;
Janeiro;SMUL/RESID-2        ;PINHEIROS                     ;2017.16.697-01;2017-0.151.553-5;APOSTILAMENTO DE CERTIFICADO DE REGULARIZACAO;02/10/2017;299.131.0085-0;R301;;Z9-022.;VILA OLIMPIA;;CONDOMINIO EDIFICIO DOUBLE SPACE FARIA LIMA;2.739,57;AV  BRIGADEIRO FARIA LIMA 003999 AV PROF A. INNOCENTI;17/01/2018;;;;;;;;
Janeiro;SMUL/RESID-2        ;PINHEIROS                     ;2018.00.100-00;2015-0.164.278-9;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;24/06/2015;016.115.0224-1;R2V-01; ZM-3B/005;Z4-045.;ITAIM BIBI;;EDIFICIO SOLAR BARAO DE NOVA GRANADA;1.499,00;R   IAIA 112 ;04/01/2018;EDUARDO RONCHETTI DE CASTRO;;EDUARDO RONCHETTI DE CASTRO;;;;;
Janeiro;SMUL/RESID-2        ;PINHEIROS                     ;2018.00.665-00;2017-0.156.141-3;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;11/10/2017;013.016.0106-3;"NR1; NR2; R2V"; EETU;ZONA MISTA DE MEDIA DENSIDADE.;PINHEIROS;;VITACON 52 DESENVOLVIMENTO IMOBILIARIO SPE LTD;;AV  REBOUCAS 1128 ;16/01/2018;ABRAO ELIAS FRANKEL;;PERKINS+WILL ARQUITETURA LTDA.;FERNANDO BENTO VIDAL;;;;
Janeiro;SMUL/RESID-2        ;SANTANA/ TUCURUVI              ;2018.01.344-00;2016-0.236.989-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/10/2016;072.184.0037-1;R2H-03; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;SANTANA;786,29;ANDALUZ EMPREENDIMENTOS IMOBILIARIOS LTDA;480,00;R   IGUAPE 00138 ;30/01/2018;AMERICO NATAL JUNIOR;;AMERICO NATAL JUNIOR;;B: 1 P: 2 U: 5;;;
Janeiro;SMUL/RESID-2        ;SE                            ;2015.13.415-01;2017-0.178.997-0;APOSTILAMENTO DE CERTIFICADO DE REGULARIZACAO;06/12/2017;010.045.0030-0;"IND-1B; R2V-01";;Z4-029.;CERQUEIRACESAR;;CALDEA ADMINISTRACAO LTDA;236,73;R   FREI CANECA 00829 833;18/01/2018;;;;;;;;
Janeiro;SMUL/RESID-2        ;SE                            ;2018.00.886-00;2013-0.288.058-2;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;30/09/2013;033.023.0087-5;"R2V; NR1"; EETU;ZONA DE CENTRALIDADE POLAR - B.;LIBERDADE;;VINHEDO INCORPORADORA LTDA;;R   TAMANDARE 00340 ;19/01/2018;CARLOS EDUARDO MONTEIRO;;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;;;;
Janeiro;SMUL/RESID-2        ;VILA MARIANA                  ;2017.21.659-01;2014-0.141.226-9;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;20/05/2014;045.077.0194-5;"NR1; R2V";;Z18-033.;SAUDE;;PATRI NOVE EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   JOAQUIM DE ALMEIDA 000439 ;31/01/2018;;;;;;;;
Janeiro;SMUL/RESID-2        ;VILA MARIANA                  ;2018.00.733-00;2016-0.199.515-2;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;01/09/2016;036.040.0112-9;R2V; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;PARAISO;7,36;CONDOMINIO EDIFICIO MANSAO PABLO PICASSO;1.601,37;R   AFONSO DE FREITAS 00350 ;17/01/2018;ABRIL TECNOLOGIA EM CONSTRUCAO CIVIL LTDA-ME;ILDEFONSO OCTAVIO SEVERINO GARCIA;ABRIL TECNOLOGIA EM CONSTRUCAO CIVIL LTDA-ME;ILDEFONSO OCTAVIO SEVERINO GARCIA;B: 1 P: 20 U: 35;;;
Janeiro;SMUL/RESID-2        ;VILA MARIANA                  ;2018.01.169-00;2016-0.053.978-1;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;07/03/2016;039.024.0082-1;R2V; ZM-3A/010;Z2.;JD. DA GLORIA;;LUCIANO RAFFAELE BANCI;;R   CORONEL CABRITA 112 ;24/01/2018;NELSON GLEZER;;DONINI-ARQUITETURA ASSOCIADOS LTDA;MARCO ANTONIO TEIXEIRA DONINI;;;;
Janeiro;SMUL/RESID-2        ;VILA MARIANA                  ;2018.01.170-00;2016-0.201.009-5;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;02/09/2016;039.164.0125-4;R2V; ZEU;Z2.;VILA MARIANA;7,36;ROBERIO DIAS;3.316,24;R   PEDRO POMPONAZZI 00110 ;24/01/2018;CLAUDIO SERGIO MARTINI;;CLAUDIO SERGIO MARTINI;;;;;
